车辆型号,生产企业,驱动型式,额定功率,变速器类型,发动机型号,车辆净重量,车辆最大重量,市郊油耗,市区油耗,综合油耗
GA6441SE4,广汽吉奥汽车有限公司,前轮驱动,83,MT,4A91S,1320,1930,6.7,9.4,7.7
GA6441SE4,广汽吉奥汽车有限公司,前轮驱动,83,MT,4A91S,1360,1930,6.6,9.4,7.6
GA6441SE4,广汽吉奥汽车有限公司,前轮驱动,83,MT,4A91S,1360,1930,6.7,9.3,7.7
BJ7150C5E1A,北京汽车股份有限公司,前轮驱动,83,CVT,4A91A,1321,1761,6,9.4,7.3
BJ7150C5E1,北京汽车股份有限公司,前轮驱动,83,CVT,4A91A,1321,1761,6.2,9.1,7.2
BJ7150C5EA,北京汽车股份有限公司,前轮驱动,83,MT,4A91A,1270,1710,6.1,9,7.1
BJ7150C5E,北京汽车股份有限公司,前轮驱动,83,MT,4A91A,1270,1710,6.1,8.8,7.1
DN7150M5T,东南（福建）汽车工业有限公司,前轮驱动,115,MT,4A91T,1350,1725,6.4,8.8,7.3
CAF7150B4,长安福特汽车有限公司,前轮驱动,83,DCT,CAF479Q0,1295,1670,5.5,8.6,6.5
CAF7150N4,长安福特汽车有限公司,前轮驱动,83,MT,CAF479Q0,1245,1620,5.4,8.5,6.3
CAF7150N4,长安福特汽车有限公司,前轮驱动,83,MT,CAF479Q0,1245,1620,5.4,8.4,6.3
SC7151E,重庆长安汽车股份有限公司,前轮驱动,84,MT,JL478QCA,1135,1510,5.1,7.9,6.2
SC7151E,重庆长安汽车股份有限公司,前轮驱动,84,MT,JL478QCA,1135,1510,5.2,8,6.2
SC7151EY,重庆长安汽车股份有限公司,前轮驱动,84,MT,JL478QCC,1135,1510,4.8,8.1,6
SC7151EYB5,重庆长安汽车股份有限公司,前轮驱动,84,MT,JL478QCC,1135,1510,4.8,8.1,6
CAF7152A51,长安马自达汽车有限公司,前轮驱动,81,AT,CT,1135,1545,4.8,7.3,5.8
CAF7152A51,长安马自达汽车有限公司,前轮驱动,81,AT,CT,1150,1545,4.8,7.3,5.8
CAF7152A51,长安马自达汽车有限公司,前轮驱动,81,AT,CT,1150,1545,4.8,7.4,5.8
CAF7152B51,长安马自达汽车有限公司,前轮驱动,81,AT,CT,1115,1545,4.8,7.3,5.8
CAF7152B51,长安马自达汽车有限公司,前轮驱动,81,AT,CT,1134,1545,4.8,7.3,5.8
CAF7152B51,长安马自达汽车有限公司,前轮驱动,81,AT,CT,1134,1545,4.8,7.4,5.8
SC7151DYA4,重庆长安汽车股份有限公司,前轮驱动,84,MT,JL478QCC,1120,1495,4.8,7,5.6
SC7151DYAB5,重庆长安汽车股份有限公司,前轮驱动,84,MT,JL478QCC,1120,1495,5,6.8,5.6
SC7151EYA4,重庆长安汽车股份有限公司,前轮驱动,84,MT,JL478QCC,1135,1510,4.8,7,5.6
SC7151EYAB5,重庆长安汽车股份有限公司,前轮驱动,84,MT,JL478QCC,1135,1510,5,6.8,5.6
DN5021XZHM5T,东南（福建）汽车工业有限公司,前轮驱动,110,MT,4A91T,1230,1635,4.8,8.9,6.3
DN5021XZHMA5T,东南（福建）汽车工业有限公司,前轮驱动,110,CVT,4A91T,1245,1635,5.6,10.1,7.3
DN5029XZHM5T,东南（福建）汽车工业有限公司,前轮驱动,110,MT,4A91T,1215,1620,4.8,8.9,6.3
DN5029XZHMA5T,东南（福建）汽车工业有限公司,前轮驱动,110,CVT,4A91T,1230,1620,5.6,10.1,7.3
DN7157M5T,东南（福建）汽车工业有限公司,前轮驱动,110,CVT,4A91T,1230,1620,5.6,10.1,7.3
DN7159M5T,东南（福建）汽车工业有限公司,前轮驱动,110,CVT,4A91T,1245,1635,5.6,10.1,7.3
DN7152EAS,东南（福建）汽车工业有限公司,前轮驱动,88,MT,4A91,1100,1510,4.5,7.5,5.6
DN7152MA5,东南（福建）汽车工业有限公司,前轮驱动,88,MT,4A91,1100,1510,4.5,7.5,5.6
DN7156M4,东南（福建）汽车工业有限公司,前轮驱动,88,MT,4A91,1210,1590,4.5,7.9,5.8
DN7156M5,东南（福建）汽车工业有限公司,前轮驱动,88,MT,4A91,1210,1590,4.7,7.8,5.8
DN7156P4,东南（福建）汽车工业有限公司,前轮驱动,88,MT,4A91,1170,1590,4.4,7.9,5.7
DN7156P5,东南（福建）汽车工业有限公司,前轮驱动,88,MT,4A91,1170,1590,4.6,7.5,5.7
DN7158E4S,东南（福建）汽车工业有限公司,前轮驱动,88,MT,4A91,1210,1605,4.5,7.9,5.8
DN7158E5S,东南（福建）汽车工业有限公司,前轮驱动,88,MT,4A91,1210,1605,4.7,7.8,5.8
DN7158L4,东南（福建）汽车工业有限公司,前轮驱动,88,MT,4A91,1190,1605,4.4,7.9,5.7
DN7158L5,东南（福建）汽车工业有限公司,前轮驱动,88,MT,4A91,1190,1605,4.6,7.5,5.7
SY7152X1SHEVBAB,华晨汽车集团控股有限公司,前轮驱动,77,MT,4A91S,1240,1630,4.5,8.1,5.9
DXK6440AF2,东风小康汽车有限公司,后轮驱动,85,MT,DK15,1235,1835,5.9,9.1,7.1
DXK6440AF2,东风小康汽车有限公司,后轮驱动,85,MT,DK15,1235,1835,5.9,9.2,7.1
DXK6440AF25,东风小康汽车有限公司,后轮驱动,85,MT,DK15,1210,1800,5.9,9.1,7.1
DXK6440AF25,东风小康汽车有限公司,后轮驱动,85,MT,DK15,1210,1800,5.9,9.2,7.1
EQ7150LS1A,东风汽车公司,前轮驱动,88,MT,4A91S,1250,1625,4.8,8.5,6.2
LZ6440XQ15M,东风柳州汽车有限公司,前轮驱动,88,MT,4A91S,1350,1725,5,8.3,6.2
LZ6441XQ15M,东风柳州汽车有限公司,前轮驱动,88,MT,4A91S,1350,1725,5.5,9.1,6.8
LZ6441XQ15M,东风柳州汽车有限公司,前轮驱动,88,MT,4A91S,1350,1725,5.6,8.9,6.8
LZ6442XQ15M,东风柳州汽车有限公司,前轮驱动,88,MT,4A91S,1350,1725,5.5,9.1,6.8
HFC7151BTV,安徽江淮汽车股份有限公司,前轮驱动,83,CVT,HFC4GB2.3D,1110,1485,4.6,7.1,5.5
HFC7151BV,安徽江淮汽车股份有限公司,前轮驱动,83,MT,HFC4GB2.3D,1110,1485,4.6,7,5.5
HFC7151BV,安徽江淮汽车股份有限公司,前轮驱动,83,MT,HFC4GB2.3D,1110,1485,4.6,6.9,5.4
CAF7152A5,长安马自达汽车有限公司,前轮驱动,81,AT,CAF479Q0,1135,1545,4.7,7.8,5.9
CAF7152A5,长安马自达汽车有限公司,前轮驱动,81,AT,CAF479Q0,1150,1545,4.7,7.8,5.9
CAF7152A5,长安马自达汽车有限公司,前轮驱动,81,AT,CAF479Q0,1150,1545,4.8,7.8,5.9
CAF7152B5,长安马自达汽车有限公司,前轮驱动,81,AT,CAF479Q0,1134,1545,4.8,7.8,5.9
CAF7152B5,长安马自达汽车有限公司,前轮驱动,81,AT,CAF479Q0,1115,1545,4.7,7.8,5.9
CAF7152B5,长安马自达汽车有限公司,前轮驱动,81,AT,CAF479Q0,1134,1545,4.7,7.8,5.9
CAF7152M5,长安马自达汽车有限公司,前轮驱动,81,MT,CAF479Q0,1106,1520,4.8,7.9,5.9
CAF7152N5,长安马自达汽车有限公司,前轮驱动,81,MT,CAF479Q0,1092,1520,4.8,7.9,5.9
DXK6440AF3,东风小康汽车有限公司,后轮驱动,85,MT,DK15-01,1235,1835,5.9,9.1,7.1
DXK6440AF35,东风小康汽车有限公司,后轮驱动,85,MT,DK15-01,1210,1800,5.9,9.1,7.1
EQ6451PF2,东风小康汽车有限公司,后轮驱动,85,MT,DK15-06,1370,2055,6.5,11.1,8.3
DN7156M5TS,东南（福建）汽车工业有限公司,前轮驱动,110,MT,4A91T,1215,1620,4.6,8,5.9
DN7158M5TS,东南（福建）汽车工业有限公司,前轮驱动,110,MT,4A91T,1230,1635,4.6,8,5.9
HFC7151MF,安徽江淮汽车股份有限公司,前轮驱动,83,MT,HFC4GB2.3D,1210,1585,4.9,7.5,5.9
HFC7151MTF,安徽江淮汽车股份有限公司,前轮驱动,83,CVT,HFC4GB2.3D,1220,1595,5,7.4,5.9
HFC7151MTV,安徽江淮汽车股份有限公司,前轮驱动,83,CVT,HFC4GB2.3D,1220,1595,5,7.4,5.9
HFC7151MV,安徽江淮汽车股份有限公司,前轮驱动,83,MT,HFC4GB2.3D,1210,1585,4.9,7.5,5.9
HFC7152EF,安徽江淮汽车股份有限公司,前轮驱动,128,MT,HFC4GC1.6D,1475,1850,6.3,9.8,7.6
LZ6431HQ15M,东风柳州汽车有限公司,前轮驱动,88,MT,4A91S,1295,1670,4.9,7.8,5.9
YZ6410YFAB1Z,重庆市嘉陵川江汽车制造有限公司,前轮驱动,83,MT,4A91S,1206,1581,5.7,8.8,6.9
SY5020XLH-X1STBAB,华晨汽车集团控股有限公司,前轮驱动,77,MT,4A91S,1327,1717,5.9,9.7,7.3
SY5020XLH-X1ZTBAB,华晨汽车集团控股有限公司,前轮驱动,77,AT,4A91S,1327,1717,6,10.3,7.6
HFC7151ATV,安徽江淮汽车股份有限公司,前轮驱动,83,CVT,HFC4GB2.3D,1095,1470,5,6.7,5.6
BJ7150C3D1A,北京汽车股份有限公司,前轮驱动,83,AT,4A91S,1135,1535,6.3,9.2,7.3
BJ7150C5E,北京汽车股份有限公司,前轮驱动,83,MT,4A91A,1270,1710,6.1,8.8,6.9
BJ7150C5E1,北京汽车股份有限公司,前轮驱动,83,CVT,4A91A,1321,1761,6.2,9.1,7.3
BJ7150C5EA,北京汽车股份有限公司,前轮驱动,83,MT,4A91A,1270,1710,6.1,9,6.9
DN7152MQN,东南(福建)汽车工业有限公司,前轮驱动,88,MT,4A91,1150,1510,5.6,7.5,6.3
HFC7151ATF,安徽江淮汽车股份有限公司,前轮驱动,83,CVT,HFC4GB2.3D,1095,1470,5,6.7,5.6
DXK6440AF2F,东风小康汽车有限公司,后轮驱动,85,MT,DK15,1235,1835,6,9.1,7.1
DXK6442AF1,东风小康汽车有限公司,后轮驱动,85,MT,DK15-60,1240,1810,5.4,9.1,6.8
DXK6442AF2,东风小康汽车有限公司,前轮驱动,83,MT,4A91S,1225,1810,5.6,9,6.8
SC7151EY5,重庆长安汽车股份有限公司,前轮驱动,84,MT,JL478QCC,1135,1510,5,6.8,5.6
SC7151F5,重庆长安汽车股份有限公司,前轮驱动,84,AT,JL478QCA,1150,1525,5.7,8.7,6.8
SC7151F5,重庆长安汽车股份有限公司,前轮驱动,84,AT,JL478QCA,1150,1525,5.7,8.9,6.8
SC6450KQ45,重庆长安汽车股份有限公司,后轮驱动,82,MT,DK15-07,1300,1925,5.7,9,6.9
SC6450KQ46,重庆长安汽车股份有限公司,后轮驱动,82,MT,DK15-07,1300,2415,5.8,9.6,7.2
SC6450KQ41CNG,重庆长安汽车股份有限公司,后轮驱动,82,MT,DK15-07,1390,2015,6.3,8.9,7.3
SC6450KQ42CNG,重庆长安汽车股份有限公司,后轮驱动,82,MT,DK15-07,1390,2445,6.3,9.8,7.6
EQ6451PF2,东风小康汽车有限公司,后轮驱动,86,MT,DK15-06,1370,2055,6.1,10.1,7.6
EQ6451PF2,东风小康汽车有限公司,后轮驱动,86,MT,DK15-06,1370,2055,6.1,10.1,7.6
MINI COOPER XM51,德国宝马汽车集团,前轮驱动,111,AT,B38A15A,1240,1595,4.7,6.5,5.4
BJ7150C3D-CNG,北京汽车股份有限公司,前轮驱动,83,MT,4A91S,1105,1505,5.7,9.1,6.9
BJ7151C3D,北京汽车股份有限公司,前轮驱动,85,MT,A151,1105,1505,5.6,8.2,6.6
BJ7151C3D1,北京汽车股份有限公司,前轮驱动,85,AT,A151,1135,1535,6.2,8.7,7.1
BQ6400ST,河北中兴汽车制造有限公司,前轮驱动,83,MT,4A91S,1210,1585,5.5,8.7,6.7
BQ6400ST,河北中兴汽车制造有限公司,前轮驱动,75,MT,4A15,1210,1585,5,8.1,6.2
DXK6440AF2F5,东风小康汽车有限公司,后轮驱动,85,AMT,DK15,1210,1800,5.9,8.9,7
DXK6440AF3,东风小康汽车有限公司,后轮驱动,85,MT,DK15-01,1235,1835,5.9,9.1,7.1
DXK6440AF3,东风小康汽车有限公司,后轮驱动,80,MT,DK15-02,1235,1835,5.6,9.7,7.1
DXK6440AF3,东风小康汽车有限公司,后轮驱动,80,MT,DK15-02,1235,1835,5.6,9.7,7.1
DXK6440AF35,东风小康汽车有限公司,后轮驱动,85,MT,DK15-01,1210,1800,5.9,9.1,7.1
DXK6440AF35,东风小康汽车有限公司,后轮驱动,80,MT,DK15-02,1210,1800,5.6,9.7,7.1
DXK6440AF35,东风小康汽车有限公司,后轮驱动,80,MT,DK15-02,1210,1800,5.6,9.7,7.1
BJ7151B3D,北京汽车股份有限公司,前轮驱动,85,MT,A151,1091,1491,5.6,8.2,6.6
EQ6421PF8,东风小康汽车有限公司,后轮驱动,86,MT,DK15-06,1190,1890,5.9,9,7.1
JNJ7153QK,湖南江南汽车制造有限公司,前轮驱动,82,MT,TNN4G15B,1321,1696,5.6,8.5,6.7
DXK6440AF2F,东风小康汽车有限公司,后轮驱动,85,MT,DK15,1235,1835,6,9.1,7.1
DXK6440AF2F5,东风小康汽车有限公司,后轮驱动,85,MT,DK15,1210,1800,6,9.1,7.1
DXK6440AF2F5,东风小康汽车有限公司,后轮驱动,85,MT,DK15,1210,1800,6,9.1,7.1
DXK6440AF2F5,东风小康汽车有限公司,后轮驱动,85,AMT,DK15,1210,1800,5.9,8.9,7
BJ7150B3D1B,北京汽车股份有限公司,前轮驱动,83,AT,4A91S,1100,1500,6,8.9,7.1
BJ7150B3D2,北京汽车股份有限公司,前轮驱动,83,MT,4A91S,1091,1491,5.4,8.1,6.6
BJ7150B3D4,北京汽车股份有限公司,前轮驱动,83,MT,4A91S,1091,1491,5.4,8.6,6.6
BJ7150B3D5,北京汽车股份有限公司,前轮驱动,83,AT,4A91S,1100,1500,5.8,9.2,7.1
BJ7150B3DB,北京汽车股份有限公司,前轮驱动,83,MT,4A91S,1091,1491,5.7,8.3,6.8
BJ7150C3D1B,北京汽车股份有限公司,前轮驱动,83,AT,4A91S,1135,1535,6.3,9.2,7.3
BJ7150C3D2,北京汽车股份有限公司,前轮驱动,83,MT,4A91S,1105,1505,5.4,8.1,6.6
BJ7150C3DB,北京汽车股份有限公司,前轮驱动,83,MT,4A91S,1105,1505,5.9,8.4,6.9
BJ7150C5E-BSG,北京汽车股份有限公司,前轮驱动,83,MT,4A91A,1270,1710,5.8,8.4,6.5
BJ7150C5E1-BSG,北京汽车股份有限公司,前轮驱动,83,CVT,4A91A,1321,1761,6.2,7.8,6.9
BJ7150C5E1B,北京汽车股份有限公司,前轮驱动,83,CVT,4A91A,1321,1761,6,9.4,7.3
BJ7150C5E1B-BSG,北京汽车股份有限公司,前轮驱动,83,CVT,4A91A,1321,1761,6.1,7.8,6.9
BJ7150C5E2,北京汽车股份有限公司,前轮驱动,83,MT,4A91A,1270,1710,5.8,8.5,6.7
BJ7150C5EB,北京汽车股份有限公司,前轮驱动,83,MT,4A91A,1270,1710,6.1,9,6.9
BJ7150C5EB-BSG,北京汽车股份有限公司,前轮驱动,83,MT,4A91A,1270,1710,5.9,8.1,6.5
BJ7151B3D1,北京汽车股份有限公司,前轮驱动,85,AT,A151,1100,1500,6.2,8.7,7.1
CAF7153A4,长安福特汽车有限公司,前轮驱动,135,AT,CAF479WQ0,1540,1915,5.4,9.9,6.9
BQ6400ST,广州汽车集团乘用车有限公司,前轮驱动,83,MT,4A91S,1210,1585,5.5,8.7,6.7
HFC7151BNF,安徽江淮汽车股份有限公司,前轮驱动,83,MT,HFC4NB2.3C,1165,1540,5.7,8.3,6.5
DXK6442AF2,东风小康汽车有限公司,前轮驱动,83,MT,4A91S,1225,1810,5.6,9,6.8
SC7151EA5,重庆长安汽车股份有限公司,前轮驱动,84,MT,JL478QCC,1135,1510,4.6,8.5,6
BJ6450UD4B5,北汽（镇江）汽车有限公司,前轮驱动,110,CVT,4A91T,1470,1900,6.5,9.6,7.6
BJ6450UD4A5,北汽（镇江）汽车有限公司,前轮驱动,110,CVT,4A91T,1500,1900,6.5,9.6,7.6
GA6441SE4,广汽吉奥汽车有限公司,前轮驱动,83,MT,4A91S,1320,1930,6.5,9.5,7.5
GA6441SE4,广汽吉奥汽车有限公司,前轮驱动,83,MT,4A91S,1360,1930,6.6,9.4,7.5
DN7152LA52,东南（福建）汽车工业有限公司,前轮驱动,88,MT,4A91,1100,1510,4.6,7.6,5.6
DN7156H5S2,东南（福建）汽车工业有限公司,前轮驱动,88,MT,4A91,1210,1590,4.5,7.6,5.8
DN7156M5TS2,东南（福建）汽车工业有限公司,前轮驱动,110,MT,4A91T,1215,1620,4.6,8,5.9
DN7157M52,东南（福建）汽车工业有限公司,前轮驱动,88,CVT,4A91,1210,1590,5.7,8.5,7
DN7157M5TS2,东南（福建）汽车工业有限公司,前轮驱动,110,CVT,4A91T,1230,1620,6.6,10.4,7.2
DN7158H5S2,东南（福建）汽车工业有限公司,前轮驱动,88,MT,4A91,1210,1605,4.5,7.6,5.8
DN7158M5TS2,东南（福建）汽车工业有限公司,前轮驱动,110,MT,4A91T,1230,1635,4.6,8,5.9
DN7159M52,东南（福建）汽车工业有限公司,前轮驱动,88,CVT,4A91,1230,1605,5.7,8.5,7
DN7159M5T2,东南（福建）汽车工业有限公司,前轮驱动,110,CVT,4A91T,1245,1635,5.6,10.1,7.2
BJ7150C3D4,北京汽车股份有限公司,前轮驱动,83,MT,4A91S,1105,1505,5.4,8.6,6.6
BJ7150C3D5,北京汽车股份有限公司,前轮驱动,83,AT,4A91S,1135,1535,5.8,9.2,7.1
BJ7151B3D1B,北京汽车股份有限公司,前轮驱动,85,AT,A151,1100,1500,6.2,9.1,7
BJ7151B3DB,北京汽车股份有限公司,前轮驱动,85,MT,A151,1091,1491,5.7,8,6.5
BJ7151C3D1B,北京汽车股份有限公司,前轮驱动,85,AT,A151,1135,1535,6.2,9.1,7
BJ7151C3D2,北京汽车股份有限公司,前轮驱动,85,MT,A151,1105,1505,5.6,8.2,6.6
BJ7151C3D3,北京汽车股份有限公司,前轮驱动,85,AT,A151,1135,1535,6.2,8.7,7.1
BJ7151C3DB,北京汽车股份有限公司,前轮驱动,85,MT,A151,1105,1505,5.7,8,6.5
JNJ7156,湖南江南汽车制造有限公司,前轮驱动,110,MT,4A91T,1360,1735,6.3,9.2,7.4
DN7153LA5,东南（福建）汽车工业有限公司,前轮驱动,88,AMT,4A91,1070,1510,4.8,7.5,6.3
DN7158H5TS2,东南（福建）汽车工业有限公司,前轮驱动,110,MT,4A91T,1230,1635,4.6,8,5.9
DN7158L5S2,东南（福建）汽车工业有限公司,前轮驱动,88,MT,4A91,1210,1605,4.5,7.6,5.8
DN7159H5T2,东南（福建）汽车工业有限公司,前轮驱动,110,CVT,4A91T,1245,1635,5.6,10.1,7.2
DN7159L52,东南（福建）汽车工业有限公司,前轮驱动,88,CVT,4A91,1230,1605,5.7,8.5,7
SC7158A5,重庆长安汽车股份有限公司,前轮驱动,125,AT,JL476ZQCA,1365,1740,5.9,11.1,7.6
SC7158C5,重庆长安汽车股份有限公司,前轮驱动,125,AT,JL476ZQCA,1380,1755,6.3,11.5,7.9
JNJ7156T,湖南江南汽车制造有限公司,前轮驱动,110,CVT,4A91T,1380,1755,6.6,9.6,7.6
DN7156H5S2,东南（福建）汽车工业有限公司,前轮驱动,88,MT,4A91,1210,1590,4.6,8,5.8
MINI COOPER XS51,德国宝马汽车集团,前轮驱动,111,AT,B38A15A,1305,1700,5,6.8,5.7
DN7152LA52F,东南（福建）汽车工业有限公司,前轮驱动,88,MT,4A91,1070,1510,4.6,7.6,6
DN7156L52,东南（福建）汽车工业有限公司,前轮驱动,88,MT,4A91,1170,1590,4.5,7.6,6
DN7158M52,东南（福建）汽车工业有限公司,前轮驱动,88,MT,4A91,1190,1605,4.5,7.6,6
BJ7150C5E-CNG,北京汽车股份有限公司,前轮驱动,83,MT,4A91A,1365,1805,6.2,8.8,7.2
BJ7150C5EB-CNG,北京汽车股份有限公司,前轮驱动,83,MT,4A91A,1365,1805,6,9,7.2
BJ7151C3D-CNG,北京汽车股份有限公司,前轮驱动,85,MT,A151,1190,1590,5.6,8.2,6.6
BJ7151C5E,北京汽车股份有限公司,前轮驱动,85,MT,A151,1270,1710,4.4,8.4,5.8
BJ7151C5EB,北京汽车股份有限公司,前轮驱动,85,MT,A151,1270,1710,4.4,8.1,5.8
CAF6450A54,长安福特汽车有限公司,前轮驱动,133,AT,CAF479WQ1,1592,1967,6.3,9,7.2
CAF6450A55,长安福特汽车有限公司,全时全轮驱动,133,AT,CAF479WQ1,1717,2092,6.6,9.6,7.6
DXK6442AF1,东风小康汽车有限公司,前轮驱动,85,MT,DK15-60,1240,1810,5.4,9.1,6.8
CAF7153A4,长安福特汽车有限公司,前轮驱动,135,AT,CAF479WQ0,1540,1915,5.4,10,6.9
EQ7150LS1A1,东风汽车公司,前轮驱动,88,MT,4A91S,1250,1625,4.8,8.5,6.2
YZ6410YFAB4Z,重庆市嘉陵川江汽车制造有限公司,前轮驱动,83,MT,4A91S,1206,1581,5.7,8.8,6.9
HFC7150BV,安徽江淮汽车股份有限公司,前轮驱动,83,MT,HFC4GB2.3D,1325,1700,6.4,9.6,7.5
HFC7151M1F,安徽江淮汽车股份有限公司,前轮驱动,83,MT,HFC4GB2.3D,1210,1585,5.8,9.2,6.8
HFC7151M1F,安徽江淮汽车股份有限公司,前轮驱动,83,MT,HFC4GB2.3D,1210,1585,5.2,9.5,6.5
HFC7151M1TF,安徽江淮汽车股份有限公司,前轮驱动,83,CVT,HFC4GB2.3D,1220,1595,5.9,9.3,6.9
HFC7151M1TV,安徽江淮汽车股份有限公司,前轮驱动,83,CVT,HFC4GB2.3D,1220,1595,5.9,9.2,6.9
HFC7151M1V,安徽江淮汽车股份有限公司,前轮驱动,83,MT,HFC4GB2.3D,1210,1585,5.5,9.7,6.8
HFC7151M1V,安徽江淮汽车股份有限公司,前轮驱动,83,MT,HFC4GB2.3D,1210,1585,5.4,9,6.5
EQ6421PF4,东风小康汽车有限公司,后轮驱动,86,MT,DK15-06,1140,1890,5.9,9,7.1
EQ6451PF2,东风小康汽车有限公司,后轮驱动,86,MT,DK15-06,1370,2055,6.1,10.1,7.6
BJ7151B3DA,北京汽车股份有限公司,前轮驱动,85,AT,A151,1100,1500,5.4,9,6.5
BJ7151B3DAB,北京汽车股份有限公司,前轮驱动,85,AT,A151,1100,1500,5.4,9.1,6.5
BJ7151B3DM,北京汽车股份有限公司,前轮驱动,85,MT,A151,1091,1491,5,8.1,5.9
BJ7151B3DMB,北京汽车股份有限公司,前轮驱动,85,MT,A151,1091,1491,4.5,8.2,5.9
BJ7151C3DA,北京汽车股份有限公司,前轮驱动,85,AT,A151,1135,1535,5.4,9,6.5
BJ7151C3DAB,北京汽车股份有限公司,前轮驱动,85,AT,A151,1135,1535,5.4,9.1,6.5
BJ7151C3DM,北京汽车股份有限公司,前轮驱动,85,MT,A151,1105,1505,5,8.1,5.9
SC7158A4,重庆长安汽车股份有限公司,前轮驱动,125,AT,JL476ZQCA,1365,1740,5.9,11.1,7.6
SC7158CA4,重庆长安汽车股份有限公司,前轮驱动,125,AT,JL476ZQCA,1380,1755,5.9,11.1,7.6
EQ6451PFCNG,东风小康汽车有限公司,后轮驱动,85,MT,DK15-06G/N,1375,2055,5.6,9.6,7.6
EQ6451PFCNG,东风小康汽车有限公司,后轮驱动,85,MT,DK15-06G/N,1375,2055,5.6,9.6,7.6
EQ6451PFCNG,东风小康汽车有限公司,后轮驱动,85,MT,DK15-06G/N,1375,2055,5.6,9.6,7.6
JX6460L,江铃控股有限公司,前轮驱动,110,CVT,4A91T,1541,1995,6.6,9.7,7.7
JX6461L,江铃控股有限公司,前轮驱动,110,MT,4A91T,1541,1995,6.8,13.9,8.1
BJ7151C3DMB,北京汽车股份有限公司,前轮驱动,85,MT,A151,1105,1505,4.5,8.2,5.9
BJ7151B3DM1B,北京汽车股份有限公司,前轮驱动,85,MT,A151,1091,1491,4.3,7.7,5.6
BJ7151C3DM1B,北京汽车股份有限公司,前轮驱动,85,MT,A151,1105,1505,4.3,7.7,5.6
HFC7152EV,安徽江淮汽车股份有限公司,前轮驱动,128,MT,HFC4GC1.6D,1475,1850,5.9,9.8,7.5
LZ6432HQ15M,东风柳州汽车有限公司,前轮驱动,88,MT,4A91S,1295,1670,5.1,8.1,6.2
LZ6433HQ15M,东风柳州汽车有限公司,前轮驱动,88,MT,4A91S,1295,1670,4.9,7.7,5.8
YZ6410YFAB5Z,重庆市嘉陵川江汽车制造有限公司,前轮驱动,83,CVT,4A91S,1235,1610,6.1,8.4,6.9
BJ5020XLHC5EMB,北京汽车股份有限公司,前轮驱动,83,MT,4A91A,1270,1710,6.1,9,6.9
HFC7151CTV,安徽江淮汽车股份有限公司,前轮驱动,128,DCT,HFC4GC1.6D,1665,2040,7.1,11.8,8.9
BJ6438M16VA-PB,北汽福田汽车股份有限公司,后轮驱动,77,MT,4A91S,1290,1815,5.7,8.4,7
JNJ7154,湖南江南汽车制造有限公司,前轮驱动,110,MT,4A91T,1542,1993,6,10.5,7.4
GA6441SE5,广汽吉奥汽车有限公司,前轮驱动,83,MT,4A91S,1325,1930,6,9.1,7
GA6441SE5,广汽吉奥汽车有限公司,前轮驱动,83,MT,4A91S,1360,1930,6,9.1,7
DXK6442AF1,东风小康汽车有限公司,前轮驱动,85,MT,SFG15-01,1240,1810,5.4,9.1,6.8
DXK6442AF3F,东风小康汽车有限公司,前轮驱动,85,MT,SFG15-02,1240,1810,5.4,9.2,6.8
BJ7152C5EM,北京汽车股份有限公司,前轮驱动,110,MT,4A91T,1325,1710,5.9,9.7,7.3
CAF7152A5,长安马自达汽车有限公司,前轮驱动,81,AT,CAF479Q0,1150,1545,4.7,8.1,5.9
CAF7152A5,长安马自达汽车有限公司,前轮驱动,81,AT,CAF479Q0,1135,1545,4.7,8.1,5.9
CAF7152B5,长安马自达汽车有限公司,前轮驱动,81,AT,CAF479Q0,1134,1545,4.7,8.1,5.9
CAF7152B5,长安马自达汽车有限公司,前轮驱动,81,AT,CAF479Q0,1115,1545,4.7,8.1,5.9
CAF7152M5,长安马自达汽车有限公司,前轮驱动,81,MT,CAF479Q0,1106,1520,4.8,8,5.9
CAF7152N5,长安马自达汽车有限公司,前轮驱动,81,MT,CAF479Q0,1092,1520,4.8,8,5.9
DN7156M5TS2,东南（福建）汽车工业有限公司,前轮驱动,110,MT,4A91T,1240,1620,4.6,8,5.9
DN7157M5TS2,东南（福建）汽车工业有限公司,前轮驱动,110,CVT,4A91T,1250,1620,6.6,10.4,7.2
YZ6410YFBB0Z,重庆市嘉陵川江汽车制造有限公司,前轮驱动,83,MT,4A91S,1206,1581,6,8.2,6.8
YZ6410YFBB1Z,重庆市嘉陵川江汽车制造有限公司,前轮驱动,83,CVT,4A91S,1235,1610,6.1,8.7,7.1
YZ6450EFBB0Z,重庆市嘉陵川江汽车制造有限公司,前轮驱动,83,MT,4A91S,1270,1925,6,8.2,6.8
YZ6450EFBB1Z,重庆市嘉陵川江汽车制造有限公司,前轮驱动,83,MT,4A91S,1320,1925,6.2,7.9,6.8
YZ6450EFBB2Z,重庆市嘉陵川江汽车制造有限公司,前轮驱动,83,CVT,4A91S,1300,1925,6.1,8.7,7.1
YZ6450EFBB3Z,重庆市嘉陵川江汽车制造有限公司,前轮驱动,83,CVT,4A91S,1320,1925,6.1,9.3,7.3
